identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74892946,http://digital.nls.uk/74892946,"Tommy Towers & Abraham Muggins; or, The Yorkshire horse-dealers.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Hard by Clapham town end lived an old Yorkshire tyke. '(45.)' is printed at the foot of the column. In one column with a woodcut above the title..,"Electronic reproduction of: Tommy Towers & Abraham Muggins; or, The Yorkshire horse-dealers. 1 item ;  x  cm.",Ballads (documents),Woodcuts (prints),Dealers,"Europe, United Kingdom, England (country)","Europe, United Kingdom, England, Yorkshire (general region)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893090,http://digital.nls.uk/74893090,Dying slave.,"Jennings, J. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: For many long years I have been a poor slave. In one column with a woodcut above the title..,Electronic reproduction of: Dying slave. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Deaths,Galleys (watercraft),Slaves (people),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893102,http://digital.nls.uk/74893102,Monkey turned barber.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Two ballads. The monkey turned barber - first line reads: A Frolicksome spark in Dublin did dwell. Grand conversation under the rose - first line reads: As Mars and Minerva was viewing of some imple-/ments..,Electronic reproduction of: Monkey turned barber. 1 item ;  x  cm.,Ballads (documents),Barbers,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893198,http://digital.nls.uk/74893198,Poisoned family.,"Disley, Henry, active 1850-1878",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Date derived from Todd 'A directory of printers' (1972), from address in imprint and examination of text and style. First line reads: Good friends far and near. In two columns with a woodcut above the first..",Electronic reproduction of: Poisoned family. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Servants,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893342,http://digital.nls.uk/74893342,London merchant.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The London merchant - first line reads: Its of a rich merchant near London we hear. The red haired man's wife - first line reads: Ye muses nine combine and lend me/ your aid..,Electronic reproduction of: London merchant. 1 item ;  x  cm.,Ballads (documents),Occupations,Woodcuts (prints),Merchants,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893348,http://digital.nls.uk/74893348,Admired song called My one pound five.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: It's of a tradesman and his wife I hear the other day. In one column with an illustration above the title and another at the foot of the column..,Electronic reproduction of: Admired song called My one pound five. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Money,Home economics,"Europe, United Kingdom, England (country)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893360,http://digital.nls.uk/74893360,Sarah Wilson.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Its Sarah Wilson is my name. In one column with a woodcut above the title..,Electronic reproduction of: Sarah Wilson. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Domestics,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893375,http://digital.nls.uk/74893375,Fisherman's boy.,William M'Call (Firm),still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. The fisherman's boy - first line reads: It was down in the lowlands a poor boy did wander. Crazy Jan[e] - first line reads: Why, fair maid, in every feature. In two columns with an illustration above each..",Electronic reproduction of: Fisherman's boy. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Insanity,Fishermen (people),"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893390,http://digital.nls.uk/74893390,Leicester chambermaid and London butcher.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Leicester chambermaid and London butcher - first line reads: It's of a brisk young butcher as I have heard them say. Nelson's monument - first line reads: Britons long expected great news from our fleet..,Electronic reproduction of: Leicester chambermaid and London butcher. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893405,http://digital.nls.uk/74893405,Three butchers.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The three butchers - first line reads: It was Ips, Gips, and Johnson as I have heard many say. Old Towler - first line reads: Bright Chanticleer proclaims the dawn..",Electronic reproduction of: Three butchers. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Thieves,Women (female humans),Hunters,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893477,http://digital.nls.uk/74893477,Sheffield apprentice.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The Sheffield apprentice - first line reads: I was brought up in Sheffield, but not of high degree. A maiden sought the dewy grove - first line reads: A maiden sought the dewy grove..",Electronic reproduction of: Sheffield apprentice. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Apprentices,"Europe, United Kingdom, England, Durham, Durham (inhabited place)","Europe, United Kingdom, England, South Yorkshire, Sheffield, Sheffield (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893534,http://digital.nls.uk/74893534,Post office Sunday trading.,"Birt, Thomas, active 1824-1841",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: If there is not a jolly row. In two columns with a woodcut above the first..,Electronic reproduction of: Post office Sunday trading. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Post offices,Legislation (legal concepts),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893549,http://digital.nls.uk/74893549,Blue ey'd Mary.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: In a cottage embosom'd within a deep shade. In one column..,Electronic reproduction of: Blue ey'd Mary. 1 item ;  x  cm.,Ballads (documents),Prostitution,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893597,http://digital.nls.uk/74893597,Biter bit or A row about the rags in Poplar.,"Morgan, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,'1840' is written in pencil at the foot of the sheet. First line reads: In High street Poplar lives a man. In two columns with an illustration beneath the title..,Electronic reproduction of: Biter bit or A row about the rags in Poplar. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Ragpickers,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893612,http://digital.nls.uk/74893612,Maid of Martindale.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Three ballads. The maid of Martindale - first line reads: In Martindale a village gay. The sheep shearers - first line reads: There's the rose bud in June and violets blue. The lass o' Gowrie - first line reads: Upon a simmer afternoon..,Electronic reproduction of: Maid of Martindale. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, United Kingdom, Scotland, Perth and Kinross (unitary authority)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893624,http://digital.nls.uk/74893624,New song call'd The loyal weavers.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: In Oxfordshire, a famous town. In one column..",Electronic reproduction of: New song call'd The loyal weavers. 1 item ;  x  cm.,Ballads (documents),Weavers,"Europe, United Kingdom, England (country)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893690,http://digital.nls.uk/74893690,Denny Byrne the piper.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Denny Byrne the piper - first line reads: In the year ninety-eight, when our troubles were great. The can of spring water - first line reads: One evening in May as I carelessly strayed. In two columns. Two ballads..",Electronic reproduction of: Denny Byrne the piper. 1 item ;  x  cm.,Ballads (documents),Bagpipers,"Europe, Republic of Ireland (nation)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893750,http://digital.nls.uk/74893750,Paddington coachman.,"Bebbington, John Oliver",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The Paddington coachman - first line reads: I suppose you all know at the back of the Bank. The Paddington coachman - Air: Garryowen. Mary May - first line reads: They have chosen the proud stranger. Two ballads..,Electronic reproduction of: Paddington coachman. 1 item ;  x  cm.,Ballads (documents),"Europe, United Kingdom, England, Greater Manchester, Manchester urban district, Manchester (inhabited place)",,,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893759,http://digital.nls.uk/74893759,Besom maker.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Three ballads. The besom maker - first line reads: I am a besom maker, listen to my tale. The wandering girl, or The bud of rose - first line reads: Once I loved a young man as dear as my life. The May pole - first line reads: Come listen awhile and I'll sing you a song..",Electronic reproduction of: Besom maker. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Peddlers,Fairs,Pregnancy,Broommakers,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893777,http://digital.nls.uk/74893777,Conversation between a farmer and his wife.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: I am a farmer sore oppresed. In two columns..,Electronic reproduction of: Conversation between a farmer and his wife. 1 item ;  x  cm.,Ballads (documents),Farmers (people in agriculture),Wives,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893861,http://digital.nls.uk/74893861,Slavery days.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Slavery days - first line reads: I am thinking to day of dem years dat passed away. Wait till the moonlight falls on the water - first line reads: Cease your repining, bright eyes are shining..",Electronic reproduction of: Slavery days. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Slavery,Mothers,Infants,Separating,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)","North and Central America, United States, Virginia (state)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893897,http://digital.nls.uk/74893897,[NLSBLANK].,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,,Electronic reproduction of: [NLSBLANK]. 1 item ;  x  cm.,Ballads (documents),Finance,Banks (buildings),Banking,Property (legal concept),Real estate,Farmers (people in agriculture),Wives,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,Available under Creative Commons license; Attribution,,,,,,,,
74893918,http://digital.nls.uk/74893918,Some day.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. Some day - first line reads: I know not when the day shall be. How the poor live - first line reads: You'll own this is true, if you must pay attention. In two columns with an illustration above the first..",Electronic reproduction of: Some day. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Poverty,Love,Sewers (textile workers),"Europe, United Kingdom, England (country)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893927,http://digital.nls.uk/74893927,How to get a living in this town.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. How to get a living in this town - first line reads: I'll please you all both great and small, if you'll give attention. The foggy dew or When I was a bachelor - first line reads: When I was a bachelor early and young..",Electronic reproduction of: How to get a living in this town. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Occupations,Courtships,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893993,http://digital.nls.uk/74893993,"Work, boys, work.","Harkness, John (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Work, boys, work - first line reads: I'm not a wealthy man, but I've hit upon/ a plan. The Irish excavator - first line reads: If you will listen to my song, I will not detain you long. In two columns with an illustration above each. Two ballads..","Electronic reproduction of: Work, boys, work. 1 item ;  x  cm.",Woodcuts (prints),Ballads (documents),Migrant workers,"Europe, United Kingdom, England, East Riding of Yorkshire, Preston (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74893996,http://digital.nls.uk/74893996,Sammy Slap the bill sticker.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Sammy Slap the bill sticker - first line reads: I'm Sammy Slap the bill-sticker, and you must all agree sirs. The maniac - first line reads: Hush! 'tis the night watch, he guards my lonely cell!.",Electronic reproduction of: Sammy Slap the bill sticker. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Paste (adhesive),Posters,Advertisements,Billboards (site elements),Insanity,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894014,http://digital.nls.uk/74894014,Uncle Tom's cabin.,"Henson, G. (Printer of Northampton)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Uncle Tom's cabin - first line reads: I'm thinking of poor uncle Tom. Cruiskeen lawn - first line reads: Let the farmer praise his ground as the/ huntsmen [sic] does his hounds. In two columns..,Electronic reproduction of: Uncle Tom's cabin. 1 item ;  x  cm.,Ballads (documents),Slavery,Jugs (vessels),Slaves,Separating,Families,"Europe, United Kingdom, England, Northamptonshire, Northampton (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894125,http://digital.nls.uk/74894125,Organ grinder.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Kind friends attention give to me. In one column. The ballad is printed on both sides of the sheet. : Crawford.EB.2481..,Electronic reproduction of: Organ grinder. 1 item ;  x  cm.,Ballads (documents),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894164,http://digital.nls.uk/74894164,Dumble dum deary.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Dumble dum deary - first line reads: Last Candlemas day a month or more. Dame Durden - first line reads: Dame Durden kept five serving girls..,Electronic reproduction of: Dumble dum deary. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Domestics,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894179,http://digital.nls.uk/74894179,Lawyers answer to the country parson's good advice to my Lord Keeper.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Learnedly wise, and prudent as the rest. In one column. In this edition ""The lawyers"" is in black letter..",Electronic reproduction of: Lawyers answer to the country parson's good advice to my Lord Keeper. 1 item ;  x  cm.,Ballads (documents),Lawyers,Clergy,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894209,http://digital.nls.uk/74894209,Cruiskeen lawn.,"Harkness, John (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The cruiskeen lawn - first line reads: Let the farmer praise his ground, as the huntsman/ does his hounds. Darby Maguire - first line reads: Some say 'twas in England I first saw the/ light..",Electronic reproduction of: Cruiskeen lawn. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Farmers (people in agriculture),Hunters,"Europe, United Kingdom, England, East Riding of Yorkshire, Preston (inhabited place)","Europe, United Kingdom, England, Lancashire, Preston (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894317,http://digital.nls.uk/74894317,Female drummer.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Female drummer - first line reads: A maiden I was at the age of sixteen. The galley slave - first line reads: O think on my fate, once I freedom enjoy'd..",Electronic reproduction of: Female drummer. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Slaves,Galleys (watercraft),Drummers,Soldiers,Women (female humans),"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894365,http://digital.nls.uk/74894365,Many happy returns of the day.,"Fortey, W. S. (William Samuel)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Many happy returns of the day - first line reads: Merry words, merry words, ye come bursting around. The village blacksmith - first line reads: Under a spreading chesnut-tree the village/ smithy stands..",Electronic reproduction of: Many happy returns of the day. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Blacksmiths,Birthdays,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894377,http://digital.nls.uk/74894377,"Roguish miller; or, nothing got by cheating.","More, Hannah, 1745-1833",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"""A true ballad"". Signed: Z., i.e. Hannah More. A song - ""A miller there was, and he liv'd at his mill""..","Electronic reproduction of: Roguish miller; or, nothing got by cheating. 1 item ;  x  cm.",Ballads (documents),Millers,Mills (buildings),Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,"Hazard, Samuel, -1806",,,,,,
74894491,http://digital.nls.uk/74894491,"New song, called, The Hasswell [sic] binding.","Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... By a coal hewer."" The text of the ballad, which concerns Haswell colliery at Durham, mentions the year 1836. First line reads: My hearty cocks, come join with me. In two columns..","Electronic reproduction of: New song, called, The Hasswell [sic] binding. 1 item ;  x  cm.",Ballads (documents),Coal mines,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894551,http://digital.nls.uk/74894551,Buck cat.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. Buck cat - first line reads: My name it is Bill and I once kept a mill. Norah O'Neill - first line reads: I am lonely to-night, love without you. In two columns..",Electronic reproduction of: Buck cat. 1 item ;  x  cm.,Ballads (documents),Mills (buildings),"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894593,http://digital.nls.uk/74894593,"Rent day; or, Black Monday morning.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Oh! black Monday morning dread I'm sure. In one column with an illustration above the title. In verse and prose..,"Electronic reproduction of: Rent day; or, Black Monday morning. 1 item ;  x  cm.",Ballads (documents),Woodcuts (prints),Money,Rental housing,Landlords,"Europe, United Kingdom, England (country)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894602,http://digital.nls.uk/74894602,"Johnny, the farmer's boy.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Oh boys, just give attention. In one column with an illustration above the title..","Electronic reproduction of: Johnny, the farmer's boy. 1 item ;  x  cm.",Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England (country)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894692,http://digital.nls.uk/74894692,Dennis M'Kirtie.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Dennis M'Kirtie - first line reads: ""Och! Dennis M'Kirtie. Young Dick, the shoemaker, and faithful Peggy Slade - first line reads: Young Dick, he was as nice a blade..",Electronic reproduction of: Dennis M'Kirtie. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Shoemakers,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894716,http://digital.nls.uk/74894716,Surrey honest tradesmen.,Harrison (Printer of Lambeth),still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Dated in pencil at the foot of the second column '1846'. The Surrey honest tradesmen - first line reads: Oh don't we live in funny times. The banks of Dunmore - first line reads: Ye lovers of high and low station, and gentlemen of renown..",Electronic reproduction of: Surrey honest tradesmen. 1 item ;  x  cm.,Ballads (documents),Craftsmen,Merchants,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894797,http://digital.nls.uk/74894797,Outlaw.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The outlaw - first line reads: Oh! I am a child of the forest wild. Squire and thrasher - first line reads: A nobleman liv'd in a village of late. In two columns with an illustration above each..,Electronic reproduction of: Outlaw. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894848,http://digital.nls.uk/74894848,Appeal of the unemployed.,"White, John (Printer of Liverpool)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Oh list you feeling christians. With an appeal to purchasers on behalf of the unemployed. In two columns..,Electronic reproduction of: Appeal of the unemployed. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74894977,http://digital.nls.uk/74894977,Devil and little Mike.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The devil and little Mike - first line reads: Oh! 'twas on a dusky eve. The young waggoner - first line reads: As I was driving my waggon along..,Electronic reproduction of: Devil and little Mike. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Wagons (cargo vehicles),"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895070,http://digital.nls.uk/74895070,Jolly rake of all trades.,"Brereton, P. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Of all the trades that's going a rover's my delight. In one column with an illustration above the title..,Electronic reproduction of: Jolly rake of all trades. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Travelers,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895472,http://digital.nls.uk/74895472,Spotted cow.,"Stowe, Harriet Beecher, 1811-1896",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Spotted cow - first line reads: One morning in the month of May. Poor Tom - first line reads: Mas'r I can tell you nothing. Poor Tom - With an extract from 'Uncle Tom's Cabin' by Harriet Beecher Stowe as an introduction. The ballad is based on this passage. In two columns with an illustration above each..,Electronic reproduction of: Spotted cow. 1 item ;  x  cm.,Uncle Tom (Fictitious character),Woodcuts (prints),Ballads (documents),Slavery,Slaves,Courtships,Punishing,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,Available under Creative Commons license; Attribution,,"Disley, Henry, active 1850-1878",,,,,,
74895499,http://digital.nls.uk/74895499,It might have been a fancy.,"Pearson, T. (Printer of Manchester)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The ticket of leave man - first line reads: Once I was honest and worken at my trade. The anchor's weighed - first line reads: The tear fell geutly [sic] from her eye. It might have been a fancy - first line reads: It might have been a fancy. In two columns with an illustration above the second. Three ballads..,Electronic reproduction of: It might have been a fancy. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Prisoners,Transportation,"Europe, United Kingdom, England, Greater Manchester, Manchester urban district, Manchester (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895502,http://digital.nls.uk/74895502,Going out to market.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Three ballads. Going out to market - first line reads: Once I was never satisfied with how the cash was laid out. The moon is on the waters - first line reads: When the moon is on the waters. The wolf - first line reads: At the peaceful midnight hour..,Electronic reproduction of: Going out to market. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Home economics,Thieves,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895559,http://digital.nls.uk/74895559,Sheep shearing over.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Our sheep shearing over surround/ the gay board. In one column..,Electronic reproduction of: Sheep shearing over. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74895613,http://digital.nls.uk/74895613,"T**d no tansey, or The disappointed pastry-cook.","Bailey, William (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: A pastry-cook once moulded up a t**d. In one column. ""T**d"" = turd. Price three half-pence. Maxted identifies address as that used by William Bailey between 1785 and 1790..","Electronic reproduction of: T**d no tansey, or The disappointed pastry-cook. 1 item ;  x  cm.",Ballads (documents),Bakers,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
